"STATION","NAME","DATE","AWND","PGTM","PRCP","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT08"
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-07-01","6.26"," 1956","0.00",,"76","54","  230","  230","16.1","21.9",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-07-02","7.38"," 0335","0.08",,"61","55","  200","  210","16.1","19.9","    1",,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-07-03","3.58"," 1207","0.00",,"69","54","  180","  190","8.9","12.1",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-07-04","4.25"," 1444","0.00",,"73","53","  290","  280","10.1","15.0",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-07-05","5.82"," 1602","0.00",,"69","55","  210","  230","12.1","18.1",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-07-06","5.82"," 1403","0.00",,"70","55","  190","  210","14.1","18.1",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-07-07","5.82"," 1035","0.00",,"67","55","  190","  170","10.1","13.0",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-07-08","2.91"," 1656","0.00",,"74","56","  310","  280","10.1","15.0",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-07-09","2.01"," 2215","0.18",,"72","55","  200","  200","8.1","10.1","    1",,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-07-10","3.58"," 1256","0.26",,"69","60","  210","  200","10.1","14.1","    1",,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-07-11","3.80"," 1413","0.00",,"73","58","  190","  170","10.1","12.1",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-07-12","2.68"," 2006","0.00",,"76","56","   10","   30","8.9","13.0",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-07-13","4.92"," 1521","0.00",,"77","57","  230","  200","12.1","16.1",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-07-14","4.47"," 1958","0.00",,"77","55","   30","   30","10.1","14.1",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-07-15","4.25"," 1045","0.05",,"69","59","  190","  240","8.9","12.1","    1",,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-07-16","4.70"," 1811","0.00",,"76","58","  230","  220","14.1","19.9",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-07-17","10.51"," 1251","0.38",,"69","57","  200","  210","21.9","28.0","    1",,,"    1"
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-07-18","5.82"," 1607","0.00",,"71","54","  230","  270","13.0","19.9","    1",,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-07-19","6.49"," 2052","0.00",,"70","54","   20","   20","13.0","17.0",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-07-20","6.49"," 1058","0.00",,"76","49","   20","   10","15.0","21.9",,,,"    1"
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-07-21","4.03"," 1756","0.00",,"87","55","   30","   30","10.1","14.1",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-07-22","5.14"," 1659","0.00",,"80","54","  240","  240","12.1","17.0",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-07-23","4.92"," 1828","0.00",,"70","57","  240","  250","15.0","21.0",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-07-24","6.93"," 0014","0.00",,"75","54","  210","  210","13.0","16.1",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-07-25","7.16"," 2150","0.00",,"81","54","   20","   40","14.1","19.0",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-07-26","5.37"," 2048","0.00",,"84","56","  210","  200","14.1","21.0",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-07-27","8.28"," 0454","0.00",,"74","60","  200","  210","15.0","23.0",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-07-28","6.93"," 1418","0.00",,"76","55","   10","   30","15.0","21.9",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-07-29","5.37"," 1741","0.00",,"77","54","  240","  250","12.1","17.0",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-07-30","5.37"," 1035","0.00",,"75","56","  290","  270","8.9","14.1",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-07-31","3.80"," 1300","0.00",,"81","54","  300","  260","8.9","13.0",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-08-01","6.49"," 2016","0.00",,"84","57","  270","  260","12.1","18.1",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-08-02","5.82"," 0431","0.16",,"77","61","  210","  200","15.0","21.0",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-08-03","7.16"," 1446","0.00",,"77","56","   10","   10","17.0","21.9",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-08-04","4.92"," 1217","0.00",,"81","53","   20","   20","15.0","19.9",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-08-05","3.80"," 1805","0.00",,"83","58","  260","  250","8.1","12.1",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-08-06","4.70"," 2105","0.00",,"79","56","  270","  270","8.9","13.0",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-08-07","5.82"," 1625","0.00",,"74","56","  250","  260","10.1","15.0",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-08-08","5.37"," 1549","0.00",,"66","58","  220","  220","8.9","15.0",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-08-09","4.25"," 1056","0.00",,"73","58","   30","  210","8.1","12.1",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-08-10","2.91"," 1227","0.28",,"70","58","  170","  270","8.1","11.0",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-08-11","6.93"," 1334","0.00",,"73","57","  220","  210","14.1","19.0",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-08-12","2.68"," 1426","0.00",,"77","57","   30","  290","8.1","13.0",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-08-13","3.80"," 1753","0.00",,"80","57","   30","   30","10.1","15.0",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-08-14","3.58"," 1120","0.00",,"81","58","   10","  340","8.9","14.1",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-08-15","5.37"," 1246","0.00",,"76","58","  300","  250","10.1","15.0",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-08-16","5.37"," 1539","0.00",,"67","57","  220","  190","10.1","14.1",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-08-17","4.47"," 1417","0.00",,"71","57","  170","  170","12.1","15.0",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-08-18","4.47"," 1603","0.00",,"73","55","  270","  250","10.1","15.0",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-08-19","5.37"," 1254","0.00",,"74","57","   20","  270","10.1","18.1",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-08-20","4.47"," 1815","0.00",,"80","52","  250","  250","15.0","19.9",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-08-21","3.58"," 2009","0.39",,"66","56","   20","   20","10.1","13.0",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-08-22","2.91"," 0235","0.01",,"68","53","  190","  190","8.1","11.0",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-08-23","3.58"," 1856","0.00",,"70","52","   20","   20","14.1","17.0",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-08-24","4.70"," 1533","0.00",,"73","56","  230","  220","13.0","18.1",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-08-25","3.58"," 1500","0.00",,"72","57","  160","  320","8.9","12.1",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-08-26","7.83"," 1604","0.00",,"74","51","   10","   10","16.1","21.0",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-08-27","9.40"," 1103","0.00",,"80","59","   10","   10","16.1","21.0",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-08-28","6.49"," 1205","0.00",,"84","62","   20","   20","14.1","19.9",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-08-29","5.82"," 1534","0.36",,"75","57","  180","  230","13.0","17.0",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-08-30","3.13"," 1406","0.00",,"75","61","  290","  280","8.1","11.0",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-08-31","2.68"," 1630","0.00",,"75","57","  280","  270","8.1","12.1",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-09-01","4.47"," 1422","0.00",,"76","60","  260","  280","10.1","14.1",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-09-02","3.80"," 1311","0.00",,"74","56","   10","   20","14.1","19.0",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-09-03","3.80"," 1652","0.00",,"78","55","  220","  260","12.1","16.1",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-09-04",," 2053","0.00",,"72","57","   20","   10","12.1","14.1",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-09-05","4.25"," 1234","0.00",,"74","53","   30","   20","13.0","17.0",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-09-06","5.37"," 1620","0.00",,"74","59","  240","  230","13.0","19.0",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-09-07",," 1754","0.18",,"65","58","  210","  230","10.1","14.1",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-09-08","7.38"," 1332","0.05",,"71","58","  240","  260","13.0","21.9",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-09-09","5.82"," 1443","0.22",,"65","57","  200","  240","14.1","17.0",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-09-10","3.80"," 1341","0.00",,"69","56","  310","  290","8.9","13.0",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-09-11","4.03"," 0847","0.00",,"71","54","  200","  200","12.1","17.0",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-09-12","6.26"," 1316","0.22",,"77","54","  220","  210","15.0","23.0",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-09-13","8.28"," 0831","0.04",,"68","58","  210","  200","15.0","19.0",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-09-14","6.26"," 1640","0.05",,"66","57","  210","  200","12.1","16.1",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-09-15","7.61"," 0258","0.25",,"59","53","  200","  200","15.0","19.9",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-09-16","5.14"," 1718","0.01",,"65","50","  240","  240","13.0","16.1",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-09-17","6.04"," 1313","0.18",,"65","54","  210","  230","17.0","21.9",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-09-18","2.68"," 1454","0.03",,"64","51","   20","   20","10.1","14.1",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-09-19","2.91"," 1924","0.03",,"67","48","  240","  240","8.1","11.0",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-09-20","3.13"," 1205","0.01",,"67","55","  180","  180","8.1","10.1",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-09-21","3.36"," 1223","0.00",,"65","53","  210","  170","8.1","12.1",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-09-22","5.37"," 2023","0.22",,"63","55","  200","  200","13.0","19.0","    1",,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-09-23","10.96"," 0842","0.03",,"59","54","  210","  200","19.9","25.9",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-09-24","6.26"," 0406","0.00",,"68","57","  190","  200","16.1","23.9",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-09-25","4.70"," 2346","0.00",,"66","50","  210","  210","14.1","21.0",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-09-26","9.40"," 0630","0.03",,"64","54","  200","  200","23.9","36.0",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-09-27","8.28"," 1152","0.00",,"61","47","  230","  240","18.1","27.1",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-09-28","6.71"," 1901","0.00",,"57","44","   10","  360","15.0","21.0",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-09-29","8.05"," 1319","0.00",,"52","46","   10","  360","18.1","23.9",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-09-30","5.82"," 1019","0.00",,"57","40","  360","   20","14.1","18.1",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-10-01","2.46"," 0918","0.00",,"60","38","  270","  250","6.9","10.1",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-10-02","1.34"," 2349","0.00",,"61","40","  210","  230","10.1","14.1",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-10-03","7.61"," 1321","0.00",,"60","50","  210","  270","16.1","23.0",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-10-04","11.41"," 1057","0.00",,"59","49","  200","  200","21.0","27.1",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-10-05","2.91"," 0145","0.00",,"62","47","  230","  190","8.1","10.1",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-10-06","4.03"," 1501","0.00",,"61","44","   10","   10","12.1","15.0",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-10-07","12.53"," 1152","0.07",,"61","46","  200","  210","25.9","35.1",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-10-08",," 0805","0.00",,"55","39","  220","  220","18.1","28.0",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-10-09","8.28"," 1002","0.00",,"50","37","   20","   20","16.1","21.9",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-10-10","5.14"," 2043","0.00",,"54","34","   20","   10","14.1","19.0",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-10-11","4.70"," 0441","0.00",,"61","39","   20","   30","8.9","14.1",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-10-12","2.68"," 1642","0.01",,"59","42","   20","   30","10.1","14.1",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-10-13","2.46"," 1934","0.04",,"56","46","  180","  180","8.9","10.1",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-10-14","3.13"," 1353","0.00",,"58","42","  190","  180","8.1","10.1",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-10-15","2.91"," 1640","0.00",,"57","44","  240","  230","8.1","12.1",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-10-16","6.49"," 1802","0.46",,"56","48","  190","  190","17.0","23.0",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-10-17","13.87"," 1747","0.35",,"54","49","  190","  200","25.1","36.0",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-10-18","9.62"," 0233","0.68",,"51","46","  190","  200","17.0","25.1",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-10-19","5.82"," 1511","0.65",,"54","44","  240","  250","15.0","21.9",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-10-20","8.72"," 1732","0.05",,"55","45","  210","  230","19.9","27.1",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-10-21","12.30"," 2143","0.84",,"57","50","  190","  190","21.9","31.1",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-10-22","5.37"," 0027","0.00",,"57","49","  210","  200","16.1","23.9",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-10-23","4.03"," 1327","0.00",,"55","41","   10","   10","13.0","16.1",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-10-24","0.45"," 0304","0.00",,"59","43","  290","   10","4.9","6.0",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-10-25","6.71"," 1022","0.00",,"58","44","  190","  180","19.9","25.9",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-10-26","8.05"," 1503","0.00",,"53","40","  360","   10","21.0","31.1",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-10-27","6.04"," 1221","0.00",,"52","37","   20","   20","16.1","21.0",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-10-28","4.70"," 1846","0.00",,"50","34","   10","   20","14.1","18.1",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-10-29","6.93"," 0400","0.00",,"46","33","   60","   50","18.1","32.0",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-10-30","5.82"," 1433",,,"50","34","   20","   10","13.0","16.1",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-10-31","1.57"," 1440","0.00",,"51","33","   20","   40","6.9","8.9",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-11-01","6.93"," 1618","0.00",,"52","37","   10","   10","16.1","19.9",,,,"    1"
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-11-02","3.58"," 0222","0.00",,"56","39","   30","   30","13.0","19.0","    1",,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-11-03","2.46"," 1310","0.00",,"53","39","  360","   20","10.1","16.1",,"    1",,"    1"
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-11-04","3.36"," 1459","0.00",,"54","38","   10","   20","8.9","13.0",,"    1",,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-11-06","4.25"," 0453","0.00",,"51","40","   20","   20","12.1","17.0","    1",,,"    1"
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-11-07","1.12"," 0941","0.00",,"53","38","  350","   30","6.9","8.1",,"    1",,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-11-08","4.70"," 1830","0.00",,"53","39","  240","  230","12.1","17.0",,"    1",,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-11-09","3.13"," 0118","0.27",,"51","46","  210","  180","8.1","11.0",,"    1",,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-11-10","5.82"," 1335","0.00",,"51","47","   10","   10","13.0","16.1",,"    1",,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-11-11","2.68"," 0118","0.00",,"55","44","   20","   40","8.1","11.0","    1",,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-11-12","2.46"," 0239","0.00",,"50","45","  240","   30","8.9","12.1",,"    1",,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-11-13","6.26"," 1020","0.00",,"51","45","   30","   20","13.0","17.0",,"    1",,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-11-14","2.68"," 2333","0.00",,"52","42","  220","  230","10.1","15.0",,"    1",,"    1"
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-11-15","8.28"," 1010","0.00",,"54","45","  200","  200","18.1","25.1","    1",,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-11-16","3.36"," 1505",,,"51","44","  210","  220","10.1","13.0","    1",,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-11-17","7.38"," 1515",,,"56","44","  210","  210","18.1","25.9","    1",,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-11-19","7.38"," 1448","0.06",,"50","38","   20","   40","17.0","21.9",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-11-20","7.38"," 1232","0.00",,"49","37","   10","   20","18.1","25.9",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-11-21","1.12"," 1420","0.00",,"43","32","  190","  200","6.9","8.1",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-11-22","2.24"," 1948","0.00",,"42","35","  170","  150","6.9","8.9",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-11-23","8.05"," 2229","0.00",,"51","34","  190","  200","19.9","28.0",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-11-24","8.05"," 0026","0.00",,"51","44","  210","  200","21.9","31.1",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-11-25","3.36"," 0058","0.00",,"46","39","  210","  210","10.1","15.0",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-11-26","9.84"," 2247","0.00",,"42","36","   20","   10","23.0","31.1",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-11-27","13.87"," 0019","0.00",,"45","36","   20","   20","21.9","31.1",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-11-28","11.86"," 0032","0.00",,"42","34","   20","   20","19.9","28.0",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-11-29","5.14"," 0550","0.00",,"40","28","  360","   40","13.0","17.0",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-11-30","4.70"," 1830","0.00",,"43","25","   40","   30","13.0","17.0","    1",,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-12-01","4.70"," 0129","0.01",,"43","35","   10","   10","12.1","14.1",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-12-02","1.34"," 2355","0.00",,"48","33","  190","  190","8.1","8.9","    1",,,"    1"
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-12-03","4.92"," 1441","0.00",,"50","41","  210","  210","12.1","18.1",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-12-04","5.82"," 2000","0.06",,"49","43","   20","   20","14.1","18.1","    1",,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-12-05","3.36"," 0120","0.00",,"48","43","   30","   20","12.1","16.1","    1",,,"    1"
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-12-06","2.01"," 0113","0.05",,"50","42","  260","   10","6.9","10.1",,"    1",,"    1"
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-12-07","1.79"," 0435","0.46",,"49","46","  150","  160","8.9","13.0",,"    1",,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-12-08","1.79"," 0955","0.01",,"49","44","   40","  320","6.9","10.1",,"    1",,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-12-09","2.46"," 0331","0.00",,"46","40","   20","   30","6.9","8.9","    1",,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-12-10","4.47"," 0448","0.22",,"44","39","  170","  230","10.1","15.0","    1",,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-12-11","3.13"," 2354","0.46",,"48","43","  190","  190","17.0","23.9","    1",,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-12-12","12.30"," 1508","0.33",,"48","44","  200","  200","23.9","34.0","    1",,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-12-13","6.26"," 0124","0.04",,"48","39","  200","  200","16.1","21.9",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-12-14","2.91"," 1305","0.10",,"44","39","  200","  200","8.1","10.1",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-12-15","1.34"," 1149","0.00",,"42","32","  240","  230","8.1","10.1","    1",,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-12-16","1.12"," 2154","0.00",,"44","35","   80","   70","4.9","6.9",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-12-17","1.57"," 2242","0.00",,"43","33","  200","  210","8.9","11.0",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-12-18","2.68"," 1801","0.33",,"46","35","  210","  210","17.0","23.9",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-12-19","8.72"," 1850","1.29",,"52","41","  200","  200","23.9","33.1",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-12-20","10.29"," 1303","2.52",,"53","47","  200","  190","23.0","30.0",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-12-21","3.36"," 0156","0.72",,"51","42","  190","  200","14.1","18.1",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-12-22","3.80"," 1436","0.17",,"43","38","   10","   20","14.1","18.1",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-12-23","2.01"," 1355","0.06",,"44","35","  230","  220","6.9","8.9",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-12-24","3.36"," 1411","0.01",,"39","33","  230","  220","8.1","11.0",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-12-25","1.34"," 1342","0.00",,"42","31","   40","   30","4.9","6.9",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-12-26","2.68"," 0724","0.10",,"39","30","  190","  200","8.1","11.0",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-12-27","4.25"," 0706","0.00",,"43","37","  190","  200","12.1","16.1",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-12-28","2.01"," 1351","0.00",,"44","38","  210","  200","8.1","8.9",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-12-29","0.89"," 1250","0.03",,"47","38","  240","  270","6.9","8.1",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-12-30","10.07"," 2351","0.03",,"47","43","  200","  200","17.0","23.9",,,,
"USW00094274","TACOMA NARROWS AIRPORT, WA US","2019-12-31","17.00"," 1923","0.67",,"51","45","  200","  200","29.1","40.0",,,,
